Nº;RED;NIVEL;IPRESS;MES;AÑO;INDICADOR;SUB INDICADOR;NUMERADOR;DENOMINADOR
143;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;NOVIEMBRE;2019;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;818;253
144;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;DICIEMBRE;2019;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;817;265
145;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;ENERO;2019;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;798;198
146;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;FEBRERO;2019;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;616;198
147;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;MARZO;2019;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;578;180
148;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;ABRIL;2019;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;412;186
149;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;MAYO;2019;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;638;180
150;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;JUNIO;2019;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;590;234
151;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;JULIO;2019;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;623;216
152;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;AGOSTO;2019;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;603;197
153;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;SETIEMBRE;2019;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;619;156
154;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;OCTUBRE;2019;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;627;234
155;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;NOVIEMBRE;2019;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;710;228
156;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;DICIEMBRE;2019;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;;
157;DIRES ANCASH;DIRESA;DIRES ANCASH;ENERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;29,190;10,047
158;DIRES ANCASH;DIRESA;DIRES ANCASH;FEBRERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;27,603;9,819
159;DIRES ANCASH;DIRESA;DIRES ANCASH;MARZO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;13,605;6,883
160;DIRES ANCASH;DIRESA;DIRES ANCASH;ABRIL;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,279;3,789
161;DIRES ANCASH;DIRESA;DIRES ANCASH;MAYO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,927;4,888
162;DIRES ANCASH;DIRESA;DIRES ANCASH;JUNIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,634;4,794
163;DIRES ANCASH;DIRESA;DIRES ANCASH;JULIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,794;3,786
164;DIRES ANCASH;DIRESA;DIRES ANCASH;AGOSTO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;4,037;5,070
165;DIRES ANCASH;DIRESA;DIRES ANCASH;SETIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;4,732;4,654
166;DIRES ANCASH;DIRESA;DIRES ANCASH;OCTUBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;3,956;4,296
167;DIRES ANCASH;DIRESA;DIRES ANCASH;NOVIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;4,195;4,199
168;DIRES ANCASH;DIRESA;DIRES ANCASH;DICIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;4,699;3,770
169;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;ENERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;809;254
170;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;FEBRERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;746;234
171;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;MARZO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;410;180
172;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;ABRIL;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;34;122
173;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;MAYO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;63;278
174;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;JUNIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;9;160
175;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;JULIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;137;170
176;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;AGOSTO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;71;220
177;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;SETIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;234;220
178;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;OCTUBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;287;220
179;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;NOVIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;90;220
180;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;DICIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;695;150
181;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;ENERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;4,004;1,120
182;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;FEBRERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;4,064;996
183;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;MARZO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,905;352
184;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;ABRIL;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;453;606
185;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;MAYO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,035;882
186;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;JUNIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;599;600
187;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;JULIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;597;
188;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;AGOSTO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;727;
189;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;SETIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;490;
190;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;OCTUBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;769;
191;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;NOVIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;333;
192;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;DICIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;480;
193;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;ENERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,148;336
194;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;FEBRERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;863;354
195;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;MARZO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;529;177
196;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;ABRIL;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;21;720
197;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;MAYO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;86;744
198;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;JUNIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;276;720
199;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;JULIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;284;
200;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;AGOSTO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;777;180
201;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;SETIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,064;180
202;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;OCTUBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,001;180
203;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;NOVIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;835;180
204;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;DICIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;601;180
205;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;ENERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,276;518
206;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;FEBRERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,383;636
207;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;MARZO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;776;588
208;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;ABRIL;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;88;179
209;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;MAYO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;232;348
210;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;JUNIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;104;600
211;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;JULIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;115;660
212;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;AGOSTO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;120;774
213;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;SETIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;244;194
214;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;OCTUBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;216;528
215;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;NOVIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;122;323
216;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;DICIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;66;96
217;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;ENERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,546;564
218;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;FEBRERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,312;522
219;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;MARZO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;408;384
220;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;ABRIL;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;257;300
221;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;MAYO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;326;750
222;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;JUNIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;294;750
223;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;JULIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;317;750
224;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;AGOSTO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;687;900
225;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;SETIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;171;954
226;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;OCTUBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;161;756
227;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;NOVIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;195;720
228;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;DICIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;127;756
229;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;ENERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,411;528
230;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;FEBRERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,455;504
231;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;MARZO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;721;492
232;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;ABRIL;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;10;0
233;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;MAYO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;0
234;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;JUNIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;0
235;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;JULIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;0
236;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;AGOSTO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;0
237;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;SETIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;0
238;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;OCTUBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;42;22
239;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;NOVIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;55;
240;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;DICIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;64;20
241;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;ENERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;2,063;790
242;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;FEBRERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,834;732
243;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;MARZO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;755;768
244;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;ABRIL;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;162;102
245;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;MAYO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;68;48
246;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;JUNIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;0
247;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;JULIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;0
248;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;AGOSTO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;0
249;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;SETIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;0
250;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;OCTUBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;
251;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;NOVIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;
252;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;DICIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;0
253;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ENERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;9,163;2,272
254;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;FEBRERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;8,666;2,215
255;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;MARZO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;4,562;1,214
256;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ABRIL;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;254;110
257;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;MAYO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;117;116
258;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;JUNIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;260;164
259;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;JULIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;344;256
260;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;AGOSTO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,213;596
261;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;SETIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;2,333;706
262;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;OCTUBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;1,348;340
263;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;NOVIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;2,359;656
264;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;DICIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;2,187;618
265;H REF LA CALETA;II-2;H REF LA CALETA;ENERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;7,199;1,728
266;H REF LA CALETA;II-2;H REF LA CALETA;FEBRERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;6,476;1,804
267;H REF LA CALETA;II-2;H REF LA CALETA;MARZO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;3,301;1,210
268;H REF LA CALETA;II-2;H REF LA CALETA;ABRIL;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;
269;H REF LA CALETA;II-2;H REF LA CALETA;MAYO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;
270;H REF LA CALETA;II-2;H REF LA CALETA;JUNIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;
271;H REF LA CALETA;II-2;H REF LA CALETA;JULIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;
272;H REF LA CALETA;II-2;H REF LA CALETA;AGOSTO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;
273;H REF LA CALETA;II-2;H REF LA CALETA;SETIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;0
274;H REF LA CALETA;II-2;H REF LA CALETA;OCTUBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;
275;H REF LA CALETA;II-2;H REF LA CALETA;NOVIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;
276;H REF LA CALETA;II-2;H REF LA CALETA;DICIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;0
277;H.A. HUARI;II-2;H.A. HUARI;ENERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;571;1,422
278;H.A. HUARI;II-2;H.A. HUARI;FEBRERO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;804;1,302
279;H.A. HUARI;II-2;H.A. HUARI;MARZO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;238;1,332
280;H.A. HUARI;II-2;H.A. HUARI;ABRIL;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;1,650
281;H.A. HUARI;II-2;H.A. HUARI;MAYO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;1,722
282;H.A. HUARI;II-2;H.A. HUARI;JUNIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;92;1,800
283;H.A. HUARI;II-2;H.A. HUARI;JULIO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;0;1,950
284;H.A. HUARI;II-2;H.A. HUARI;AGOSTO;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;442;2,400
285;H.A. HUARI;II-2;H.A. HUARI;SETIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;196;2,400
286;H.A. HUARI;II-2;H.A. HUARI;OCTUBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;132;2,250
287;H.A. HUARI;II-2;H.A. HUARI;NOVIEMBRE;2020;A. INDICADORES DE PRODUCCIÓN Y RENDIMIENTO;1 Productividad Hora Medico;206;2,100
